description;MERO;ZÜLÝ;GÝZO;Toplu
Ben hiç sevemedim ziajanýn toniðini mavi mor gibi olan serisini kullandým.kuru ciltler için. Hiç bir etki saðlamadý.;0;2;0;0
Merve abla nazar deðmesin cildin/makyajýn çooook mükemmel duruyor ???;1;1;1;1
Abla yüzünü temizlerken ki kullandýðýn yeþil þey nedir;2;2;2;2
Tek güvendiðim influencer sensinnnnn;1;1;1;1
böyle bir video çektiðiniz için teþekkürler. makyaja yeni baþlayanlar için üniversiteler açýlmadan önce bir video çeker misiniz? hangi ürün yüzün hangi bölgesine neden kullanýlýr gibi bir video. çekerseniz çok mutlu olurum þimdiden teþekkürler.;1;1;1;1
Devamý gelsin nolur;1;2;1;1
Bu kadar güvendiðim baþka bir infuluencer yok galiba kendimi sana býrakmadým geliyo Merve abla ????????;1;1;1;1
Çoðu insanýn makyaj video larýný sevmiyorum ama senin videoda garip oluyo çok seviyorum;1;1;1;1
Videoyu izlemeden önce makyajýmý bile silmeye üþeniyordum. Videoyu açtým ve kendimi bakým yaparken buldum iyiki varsýn Merve ????;1;1;1;1
Çok faydalý bir video ve link oldu. Teþekkürler;1;1;1;1
Merve abla çok videoyu görünce çok, sevindim lütfen yorumumu beðenirmisin seni çok seviyorum;1;2;1;1
Ya eðer merve abla ürün öneriyorsa koþulsuz güveniyorum ve lazým olan bir ürünse alýyorum.Ýyi ki varsýn ??;1;1;1;1
Abi anlamýyorum bu kadar kaliteli içerik üreten bir kanalýn bu kadar az izlenmesi gerçekten beni çok üzüyor ama biz hep yanýndayýz merve abla harikasýn yine bayýlýyorum sana yýllardýýr??;0;1;1;1
En çook ihtiyacým olan video???? Her ne kadar dün uygun fiyatlý makyaj araþtýrmasý yapýp almýþ olsam da eksiklerim var hâlâ, malum öðrencilik ve artan fiyatlar.. Çok teþekkürler Merve abla??;1;1;1;1
Merve umarým yorumumu görürsün bir sorum olacaktý ben 19 yaþýndayým ve göz çevremde ve alnimda çizgiler çýktý internette okuduðum kadarýyla genetik olduðu yazýyor bu yaþlanma karþýtý ürünleri de 23 25 yaþ üstünün kullanmasý öneriliyor dediðin gibi kullanmalý mýyým bende sence bu ürünleri yada bilgili biri varsa bana yanýt verirse çok sevinirim;2;2;2;2
beklenen videoo;1;2;1;1
Ýþte tam aradýðým video ve youtube da en güvendiðim kiþiden;1;1;1;1
Merve abla lütfen soyulan ruj denermisin Seni çok seviyorum;2;2;1;2
Tatlým tatlým tatlýmmm???? yine duydun sesimizi??;1;2;1;1
Selam göZaltý morluklarý için patç maske önerirmisiniz?;2;2;2;2
Yýllardýr takip ediyorum bu kadar özenli olman çok deðerli;1;1;1;1
Merve abla kendi paramý kazanýyýmda sana söz bu ürünlerden bana uygun olanlarý alýcam (yks 2022 den güzel bir puan alýrsak iyi bir iþ seçersek) aileme yük oluyomuþ gibi geldiði için dedim bunlarý;0;2;1;0
Muhtesemsin gercekten. Cok yararli ve cok basarili bir video olmus. Eline emegine saglik. ????;1;1;1;1
Merve Gratisin yeni markasý LYKD yi dener misin.;2;2;2;2
Size yarým eyeliner çok yakýþýr aslýnda. Videolarýnýzda pek denk gelemiyorum ama eminim çok yakýþýyordur??;1;2;1;1
Gratisin yeni markasýný dener misin lütfen ??;2;2;2;2
Cerave yüz temizleme jeli ilk baþta sivilcelerime cok ýyý geldý 2 ay sonra felan sivilcelerimi fazlalaþtýrdý kullanmayý býraktým. Suan LA roche posay yüz temizleme jelini kullanýyorum sivilcelerimde fazlalasma olmadý;0;0;0;0
Avon un dudak yaðý gerçekten çok baþarýlý bende de var;1;1;1;1
@Aylin ÖZTÜRK tamam o zaman mutlaka deneyeceðim;1;2;1;1
@Elif Bozbey kesinlikle almalýsýn bence hem yapýþ yapýþ deðil hemde dudaðý gerçekten çok iyi nemlendiriyor;1;1;1;1
Ay benim çok çok kuruyo iyi mi sizce;0;0;2;0
Mevy yakýn çekimlere BA YIL DIMM çok güzel olmuþ;1;1;1;1
Videoya bak bee kalite kokuyo???;1;1;1;1
Videonun baþlýðýnda da dediðin gibi gerçekten uygun fiyatlý ihtiyacýmýz olan ürünler teþekkür ederizz??;1;1;1;1
Merve abla doa kozmetik markasýnýn ürünlerini dener misin? Markanýn neden uygun fiyatlý olduðunu açýklamasý çok ilgimi çekti içeriði temiz ve vegan özellikle güneþ kremini ve serumlarýný çok övüyorlar;1;2;2;2
Merveben elif seni 1-2 yýldýr tanýyorum ve nerdeyse bütün önerdiðin makyaj malzemelerini,cilt bakým ürünlerini fýrça tavsiyelerini hep aldým tatile gittiðin yerlerin 1-2 sine bile gitmiþimdir.Ve hepsinden o kadar memnunum ki.Beðenmediðim cildinde uymayan ancak 5-6 ürün vardýr. Gerçekten senin verdiðin önerilere güveniyorum 22 yaþýndayým.Bu videoda önerdiðin þeylerin yarýsýnýn sipariþini verdim bileee.Bakalým ne tepkim olacak.seni seviyoruum (z)????;1;1;1;1
Cook teþekkürler;1;1;1;1
Yýllardýr kalitesini, samimiyetini ve iyi içeriklerini devam ettirebilen harika bir youtubersýnýz. Yeniler örnek almalý ?;1;1;1;1
Bugün yüzünde ayrý bi güzellik var yüzü seyretmekten seni dinleyemedim;1;1;1;1
Çok özlemiþtik bu tarz videolarý;1;2;1;1
Abla glossun parlaklýðýndan ekraný göremiyorum (çok güzel duruyor);1;1;1;1
Mervem Kylie Jennerýn 24k birthday collectionunu bizim için dener misin? 3;2;2;2;2
abla artýk hiç konuþarak uygulamalý yapmýyorsun makyajlý þekilde açýp aralara ekliyorsun diðer türlü daha samimi daha eðlenceli oluyordu;0;2;0;0
Görünce sevinenler? ??????Merve abla seni seviyoruz ????????????;1;1;1;1
Merve ??????????;2;2;1;2
Yurtdýþýna gidersen maðazadaki Uygun fiyatlý bizim burdakilerle video çeker misin lütfen ????;2;2;2;2
Ýþte ihtiyacým olan vidyo. Seviliyorsun ????;1;2;1;1
Sana bayýlýyorum Merve abla hem çok güzelsin hemde çok tatlýsýn ??????;1;1;1;1
Merve abla seni çok seviyorum seni izlemek bana huzur veriyor iyiki varsýn yorumuma kalp atar mýsýn seni çok seviyorum video harika olmuþ ellerine saðlýk ??????;1;1;1;1
Cilt urunlerimi almistim video dan once malesef :( ama aldiklarimin arasinda tavsiye ettiklerinden cikinca bir sevindim bir sevindim simple yagli ve karma cilt serisini almistim indirimde diye ziaja dan tavsiye ettiginiz tonik ve yikama jelini ?? elimdekiler bitince verdiðiniz oneriler alicam videoyu kaydediyorum hemen ????????;1;0;1;1
Abla n’olur marketteki bakým ürünlerini bir market bir video olacak þekilde uygulayarak karþýlaþtýr ???? Seviliyorsun abla ????;2;2;1;2
Harika bir video olmuþ ??;1;1;1;1
Abla senin bence makyajla ihtiyacýn yok zaten coooook güzelsin ???;1;1;1;1
ya þimdi tamam bunlarý aldýk ama neyi ne sýklýkla kullancaz neyi ne zaman kullanýcaz;2;0;2;2
Harikasýn Mervecim emeðine saðlýk iyiki varsýn?Tamda ihtiyacým olan bir video??Seni çookkk ama çookk seviyorum???????;1;1;1;2
Teþekkürler çok iþime yarayacak bu video. En azýndan bir fikir sahibi oldum. En güvendiðim makyaj kanalýsýn bu yüzden hiç þüphem yok ürünlerden.;1;1;1;1
Allahim su an büyük bi oh çekiyorum, artik yorumlarda „gencler icin uygun kosmetik ürünler videosu gelsin“ diye okumakdan kurtuluyoruum! kurtulus günüüm!??;1;1;1;1
YILLARDIR BUNLARI TKR TKER ÝNCÝÐÝN BONCUÐUNA KADAR ARAÞTIRIYORDUM. BÝÞYÝ BAYA ARASTIRDIKTA SONRA ALIRIM. AMA BU VÝDYODAN BAKIP DÝREK BANA UYGUN ÜRÜNÜ ALABÝLÝRÝM... HÝÇ UÐRAÞMAMA GEREK KALMADI. ÇOK TÞEKKÜRLER MERVE...ahh aðlýyorum lklwkrfkd;1;1;1;1
Lütfen pazar makyaj malzemeleri deniyorum gelisin  1 leyin üsste kalssýn;2;2;2;2
Ya bu kadýna ba yý lý yor um;1;1;1;1
O kadar yararlý oldu ki benim için bu video aðzýna saðlýk çok güzel olmuþ Merve abla????????????;1;1;1;1
?????;2;2;1;2
sonundaaa merve abla ??;1;2;1;1
seni severek izliyorum ??;1;2;1;1
acaba 14 yas icin uygunmu?;2;2;2;2
Evet çünkü bendeki ayný yaþtayým;2;2;1;2
Yaa hoþumuza gitmez miii bayýldýmm ????;1;1;1;1
Merve abla benim goz alti morluklarimi hangi goz alti ped gidere bilir?lutfeN cevab yazin coox sevinirim.;2;2;2;2
Merve acaba 25 yaþ ve üstü için vitamin kolojen ve yaþlanma karþýtý içerikli krem önerebilir misin ? Uygun fiyatlý fakat gerçekten etkili olursa çok sevinirim. Þimdiden teþekkür ederim ????;2;2;2;2
Lovely ve lykd markalarýnýn ürünlerini denediðin bir video çok güzel olurr;2;2;2;2
Hiç kendini bozmadýn , yükseldikçe ayný seviyedesin , bizden gibisin . Teþekkürler.;1;1;1;1
Rubin Y 2021 kanalýný takip edermisin lütfen ve seni çok seviyorum abla;2;2;1;2
Gerçekten günlerdir araþtýrmak istediðim ama hep kafamýn karýþtýðý bir konuydu ???? telekkürler;2;1;1;1
Cosmed temizleme yaðý kuru yada hassas ciltlere pek uygun deðil. Onun yerine simple temizleme yaðýný öneririm eðer cildiniz kuruysa.;0;2;0;0
huda beauty yap;2;2;2;2
ya cok tatlýsýn;1;2;1;1
Çok güzel ve bilgilendirici bir videoydu Merve ablacým zaten hep istiyordum böyle bir video yapmaný gerçekten neye ihtiyacým olup olmadýðýný þimdi anladým seni çok seviyorum ????????????;1;1;1;1
Hiç takýlmadan konuþuyosun bu çok güzel bi þey????;1;1;1;1
Açýklamadaki link app de ve hepsiburada app azerbaycandan indirmek olmuyor. Keþke web linkide ekleseydin. Video çokk güzell.;0;0;1;0
Ayy çok çok çok güzel bir video olmuþ çok teþekkür ederim merveeee ý love you ??;1;1;1;1
19:22 ben krem aliklari seviyom ve kullaniyom, yalan soyledim kullanmiyom ama evde ona benzer var oyle 14 yasim var ve 15 yasimda oyuncu olacam yetenek sinavina girecem ve yurtdisinda okuyacam inseAllah olur, makyaj yapmiyom ben zaten cok sirin ve guzelim cunki????????;0;1;0;0
note bb kapatýcýsý bence fiyatý pek uygun deðil ama indirimde alýnabilir;0;0;1;0
Tüm Türkiye anlýk rahatladý ??????;1;2;1;1
Süpersin ??;1;2;1;1
Çilekli ürünler gelsin lutfeeeen ??;2;2;2;2
@gülay ergün burda yok araþtýrdým bitirmisler ??;0;2;0;0
GOLDEN ROSE UN ÇILEKLI LIPGLOSS U 101 DE SU AN 6.90 A SATILIYOR.GORMEDIN MI?;2;2;0;2
Hada loba essence ürünleri sadece 25 üzeri icin mi uygun? Ben 19 yasýndayým sýkýntý olur mu;2;2;2;2
22 yaþýn da biri olarak bu ürünler mi bana uygun yoksa yetiþkin için olanlar mý;2;2;2;2
uygundur gayet kullanabilirsiniz;1;1;1;1
Tam araþtýrýyordum bu vidyon cuk oturdu bayýlýyorum sana;1;1;1;1
Beaulis güvenebileceðimiz bir marka mý? Ben mat likit rujlarýnýn içeriðine baktýðýmda vücutta birikime yol açan maddeler bulunduran bir içerikle karþýlaþtým. Ýþin uzmaný bana yardýmcý olabilir mi?;0;2;2;2
HARÝKASIN mervee;1;1;1;1
Benim göz çevrem çok kuru (yaþ 17) fakat göz çevresi kremleri genellikle yaþ karþýtý olduðu çekiniyorum. Gönül rahatlýðýyla önerdiðiniz göz çevresi kremini kullanabilir miyim?;0;2;2;2
Isana markasina bakabilirsin;2;2;2;2
Oh sonunda????;1;2;1;1
Ýzleyicilerini dinleyen YouTuber mý ????????;1;2;1;1
harikasýn çok ihtiyacýmýz vardý buna ??;1;1;1;1
Siyah nokta toniðini kullandým ve merve abla siyah noktalarýmý azdýrdý diyebilirim. Belki tek ben yaþamýþýmdýr bu sorunu bilmiyorum fakat aldým ve yarsýna bile gelmeden attým. Cildim karma belki de bundan dolayý bende böyle yapmýþtýr ben benim gibi t bölgesi sorunlu arkadaþlara pek önermiyorum;0;1;0;0
Tam ihtiyacým olan þey;1;2;1;1
sonunda yaptýn abla;1;2;1;1
Merve saç bakým videosu gelsin lütfen;2;2;2;2
Bunlarý bile alamýyom aq;0;0;0;0
Arkadaslar ilk çýkan yeþil tonikten kullanýyorum yaðlý ciltler icin mükemmel kesinlikle koþun alýn;1;1;1;1
CeraVe bende kullaniyorum, super;1;1;1;1
Keþke saçta olsaydý????;2;2;0;2
Hada loba ve ziaja yý çok merak ediyordum süpersiniz ??????????;1;2;1;1
Merve abla çok tes?ekku?rler sayende artýk dog?ru u?ru?nleri kullanacag?ým??;1;1;1;1
Merve abla senden ricam içerisinde katký maddesi olmayan ürünlerin videosu çekebilirmisin helal sitelerindeki kozmetik ürünleri lütfen yorumumu gör abla lütfen örneðin SAFÝa daha sonra yeþilmarka gibi gibi lütfen merve abla.;2;2;2;2
Merve Farmasi zen maskarayý denemelisin. Manyak bir þey benim aþaðý bakan kirpiklerimi ,kirpik kývýrýcýsý kullanmadan kaldýrýyor anlatamam gerçekten sadece aþk aþk aþk;1;1;1;1
Çok istenen bi videodu ama az beðeni almýþ;1;0;0;0
Merve'nin þu enerjisi yeni videolara ve yeni ürünlere olan heyecaný meraký bende olsa þimdi çoktan Nobel almýþtým SKSKDJDJ ????;1;2;1;1
Merve web linki de ekleyebilir misin?;2;2;2;2
Abla fýrça önerileri ve ne amacli kullanilir soylermisin;2;2;2;2
Cerave temizleyicinin aynýsýný bende kullanýyorum hatta Ocaðýn 27 si gibi almýþtým haziranýn sonu gibi bitti ben büyük olan boyunu kullanýyorum 2.yi aldýk hatta annemle beraber kullanýyoruz almak isteyenler olursa kesinlikle çok güzel bir temizleyici Bu arada ürünler için de çok teþekkürler Merve abla;1;1;1;1
@Betül Kara Tamam çok teþekkürler. ??;1;2;1;1
@Ayþenur YILMAZ ben ikinci kez aldým herhangi bir kötü etki görmedim ama içinde herhangi bir kötü madde yoktu sanýrým almadan önce alacaðýnýz yerde bilgileri yazýyordur;1;1;0;1
@smyzr yok zannetmiyorum çýkmaz eðer þüphelenirseniz boynunuzda bir deneyin;1;2;0;0
@Betül Kara Çok teþekkürler, ben de 16'yým bir sorun çýkmaz umuyorum. ????;1;2;1;1
Ürünün içeriði temiz mi, komedon yapan içerikler var mý içinde;2;2;2;2
Özledim ??;2;2;1;2
SONUNDAAAAAAA!!!!!!!!!!!;1;2;1;1
Teþekkür eseriz??;1;2;1;1
Ya bu kadar müthiþ olmamalýsýn!! Bir tanesin ??????;1;1;1;1
sanýrým ilk kez bir youtuber'ýn Rimmel London'ýn bir far paletini övdüðünü görüyorum ikili o kalem farlarýný öveni görmüþtüm ama far paletlerini genelde renk vermiyor falan diyorlardý çok þaþýrdým;2;0;1;0
Harika bir video olmuþ keþke videoyu 3 gun once paylassaydin o far paletini alirdim :(;0;0;0;0
Youtube da kaliteli içerik üreten nadir kiþilerden birisiniz, teþekkür ederim kendi adýma, hepsi güzel ??;1;1;1;1
Merveeee delisin videoyu gördüðüm anda çýldýrdým harikasýn. ????????????????Hepsi alýnsýn. Gördüðüm anda diyorum ki tamam Merve dediyse alýnýr. Bu güveni saðlamýþ olman harika.;1;1;1;1
Merve abla rica yüz masajý ,yanak kaldýrma falan bununla ilgili görüþlerini çok -çok merak ediyorum .Lütfen yaparmýsýn??????;2;2;0;2
En ihtiyacým olan vidyo;1;2;1;1
kýyafet okul alýþveriþi de yapar mýsýn uygun fiyatlý kombinler;2;2;2;2
makyaj aldýktan sonra yayýnlanmasý :');2;2;2;2
Harika bir video mü-kem-mel ????;1;1;1;1
´:);2;2;2;2
Merveee 0 güvenle izledim ve bir an önce atanýp hepsini almak istiyorum;1;1;1;1
Þükürler olsun çektin merve abla;1;2;1;1
??????Aðaaaaaaðaaaaaaaaaaaa merve abla sen efsanesinnn ?????????;1;2;1;1
Golden Rose'nin makyaj malzemelerini dener misin Merve abla ????;2;2;2;2
Merve abla ben 15 yaþýndayým dudaklarýmýn kenarlarýnda siyah ve beyaz noktalar çýkýyor sýkýldýðý zaman delik þeklinde kalýyor bunun için bir çözüm yokmu Allah aþkýna ??????;0;2;2;2
Ayy sonundaaa uyandýðým an bu videoyu görmek beni mutlu etti??;1;2;1;1
Ayrýca git Gide gençleþiyosun hala aynýsýn kaç yýldýr izliyorum maþallah darýsý baþýma;1;1;1;1
Böyle bi video ya ihtiyacimiz vardi :3 33;1;2;1;1
Merve abla cilt tipimizi öðrenmemiz için bi video çeker misin;2;2;2;2
Ulkece tum gencler rahata erdi artik??Kac zmndir belki de aydir surekli Ricada bulunan msjlar cvplandi??Efsanesin Mervem yaa??O kadar guzel urunler koymussun ki??????????;1;2;1;1
Çok istedik ve yaptýn Merve abla. Çook teþekkür ederiz.;1;1;1;1
Ya Merve abla seni 16 yaþýmdan beri izliyorum birçok þey öðrendim senden ve önerdiðin þeylere çok güveniyorum çok samimisin asla reklam amaçlý þeyler onermiyosun??;1;1;1;1
Yeni baþlayanlar için de makyaj videosu yaparmýsýn. Yapmýþsýn ama uzun yýllar önce;2;2;2;2
Merve abla cokkkkk güzelsiniz ????????????;1;1;1;1
Saliha gülsuyunu tavsiye ederim;1;2;1;1
Ziaja’nýn toniði sivilce yaptý bende.;0;0;0;0
Yaa bu videoyu herkes o kadar fazla istemiþti ki valla her videoyun altýnda görüyodum ??;1;1;1;1
Gerçekten çok güzel düþünülmüþ bir video olmuþ çok teþekkür ederiz?????;1;2;1;1
Soooooonunndaaa herkes rahatladý oooohhh;1;2;1;1
iþine vediðin emek ve bize duyduðun saygý dürüstlüðün her seferinde dahada hayran kalýyorum sana ve önerilerine çok güveniyorum merve iyiki varsýn;1;1;1;1
Muson kozmetik ve ahood beauty incelemesi yaparmýsýn lütfenn;2;2;2;2
Abla lütfen lise makyaji yap doðal olsun lutfennnnn  1 leyinn;2;2;2;2
Tam ihtiyacým olan bir video ??;1;2;1;1
Ablaa çok ihtiyacým vardý üniversitelerimiz açýlcak çok yararlý oldu bu videoo;1;1;1;1
Sana bayýlýyorum umarým ilerde senin gibi güçlü, güzel bir kadýn ve anne olurum .;1;1;1;1
Ýþini ?n mük?mm?l þ?kild? ed?nl?rd?n biri??;1;1;1;1
Abla bu neutrogena turuncu toniði bende kullandým ve güzel temizlediðini hissediyodum ama býrakmak zorunda kaldým çünkü cilt tonumu 2 ton fln koyulaþtýrdý, sanki yüz aþýrý sýcak ya da aþýrý soðuða maruz kaldýðýnda kararýr ya aynen öyle oldu ve belli bi þekilde farkediliyodu býraktýktan sonra zamanla yüzüm eski haline döndü hem dikkat etsinler diye yazdým hemde bu koyulaþtýrmasýnýn nedenini aþýrý merak ediyorum ona göre diðer bakým ürünlerine dikkat ederim (cildim hassas deðil ve karma bi cildim var) umarým cevaplarsýn ???3;0;0;0;0
Merve video attýðýnda ben:????;2;2;1;2
Merve harika makyaj yaptýn ve kesinlikle alacaðým dediðim ürünler var sayende????????;1;1;0;1
Cerave temizleme köpüðü Ordinary Niacimanide zinc serumu Salisil asit ( eczanede bulunur) Neutrogena nemlendirici kremi Akneli ciltlere bire-bir iyi gelen rutin bakýmda muhteþem etkisi var??;1;1;1;1
@Asuman Ece Kaya merhaba , her gün tabiki de , kullanmak doðru deðil. Hafta da bir asit içeren ürün sürmek çok iyi geliyor bana. Ben kendi adýma yazdým. Ordinary zaten hangi ürünle hangi ürünü kullanmanýz gerekdiðini kendi sitesinde yazýyor. Ýyi günler?;1;2;1;1
Bu ürünlerin hepsini tek bir rutinde kesinlikle kullanmayýn lütfen. Niacinamide (b3 vitamini) gece kullanýyorsanýz sadece o ürünü kullanýn, haftanýn her günü yüzünüzü bu kadar asitle yormayýn, cilt bariyerini güçlendirmek isterken aksine daha da yorarsýnýz. Bu ürünleri (özellikle asit içerikleri) düþük yüzdelerle bile bir arada kullanmanýzý asla tavsiye etmem. Tabi ki size neyin iyi geldiðini, cildinizin neye alýþtýðýný siz daha iyi bilirsiniz ama eðer olgun ve bu asitlere aþýrý alýþmýþ bir cildiniz varsa bir arada - tek bir rutinde - kullanýn. Asit kullandýðýnýz zaman yaz kýþ farketmeksizin güneþ kremi sürmeyi kesinlikle ihmal etmeyin ????;0;0;0;0
Arkadaþlar videoyu biraz yavaþlatalým;2;0;2;2
Caným Merve, emeðine saðlýk ??;1;1;1;1
Arkadaþlar bana kuru deriler için hem primer hem de setting spray önerebilir misiniz uygun fiyatlý? Tahminen loreal infallible ile uygun cildi kurutmayan 2li;2;0;2;2
Bence bunun 2.side gelebilir gibi;2;2;2;2
Sonundaaaaa??;1;2;1;1
Ya benim anlamadýðým bunlarýn hepsini üst üste uygulandýðýmýzda etkili oluyorlar mý ????;2;0;2;2
Abla kendimi çok iyi hissediyorum çünkü böyle videolar yaparak takipçilerini iyi hissettiriyorsun yorumlarýmýzýn senin için ne kadar önemli olduðunu tekrar anýmsatýyosun...??;1;1;1;1
Merve abla yeni makyaja baþlayanlar için paylaþýmýz var ya orda videoda kullandýðýn goz far paleti (sephora the delicate) onu nerden bula bilirim? Bana yardimci olur musunu? @Merve Özkaynak;2;2;2;2
